date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:18:37	244368/244368	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:33%20GMT	https://www.rethinkbehavioralhealth.com/resources/5-tips-for-moving-away-from-manual-aba-therapy-billing/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/5-tips-for-moving-away-from-manual-aba-therapy-billing/index.html	(from https://www.rethinkbehavioralhealth.com/start-up-aba/)
21:18:37	230450/230450	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:33%20GMT	https://www.rethinkbehavioralhealth.com/resources/free-aba-data-sheets/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/free-aba-data-sheets/index.html	(from https://www.rethinkbehavioralhealth.com/start-up-aba/)
21:18:37	59303/59303	---MCZ	200	added ('OK')	text/css	etag:W/%2268d1f077-e7a7%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/elementor/css/post-8462.css?ver=1758589047	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/elementor/css/post-8462ebb0.css	(from https://www.rethinkbehavioralhealth.com/scaling-practices/)
21:18:37	64048/64048	---MCZ	200	added ('OK')	application/json	date:Tue,%2023%20Sep%202025%2019:18:34%20GMT	https://www.rethinkbehavioralhealth.com/wp-json/wp/v2/pages/8462	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-json/wp/v2/pages/8462.json	(from https://www.rethinkbehavioralhealth.com/scaling-practices/)
21:18:38	2266/2266	---MCZ	200	added ('OK')	application/json	date:Tue,%2023%20Sep%202025%2019:18:35%20GMT	https://www.rethinkbehavioralhealth.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.rethinkbehavioralhealth.com%2Fscaling-practices%2F	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-json/oembed/1.0/embeddaee.json	(from https://www.rethinkbehavioralhealth.com/scaling-practices/)
21:18:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Sep%202025%2019:18:35%20GMT	https://www.rethinkbehavioralhealth.com/?p=8462	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/index8e7d.html	(from https://www.rethinkbehavioralhealth.com/scaling-practices/)
21:18:38	2411/2411	---MCZ	200	added ('OK')	text/xml	date:Tue,%2023%20Sep%202025%2019:18:35%20GMT	https://www.rethinkbehavioralhealth.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.rethinkbehavioralhealth.com%2Fscaling-practices%2F&format=xml	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-json/oembed/1.0/embedf215	(from https://www.rethinkbehavioralhealth.com/scaling-practices/)
21:18:39	85792/85792	---M--	200	added ('OK')	image/jpeg	etag:%22646684fa-14f20%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2023/05/scaling-aba-practices.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2023/05/scaling-aba-practices.jpg	(from https://www.rethinkbehavioralhealth.com/scaling-practices/)
21:18:39	22439/22439	---M--	200	added ('OK')	image/png	etag:%2263e6cdeb-e764%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2021/10/heart-applied-behavior-analysis-harnessing-existing-capacities-recognizing-new-opportunities.png	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2021/10/heart-applied-behavior-analysis-harnessing-existing-capacities-recognizing-new-opportunities.png	(from https://www.rethinkbehavioralhealth.com/scaling-practices/)
21:18:40	235869/235869	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:36%20GMT	https://www.rethinkbehavioralhealth.com/resources/heart-aba-harnessing-existing-capacities-recognizing-new-opportunities/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/heart-aba-harnessing-existing-capacities-recognizing-new-opportunities/index.html	(from https://www.rethinkbehavioralhealth.com/scaling-practices/)
21:18:40	59791/59791	---MCZ	200	added ('OK')	text/css	etag:W/%2268d1d871-e98f%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/elementor/css/post-8463.css?ver=1758582897	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/elementor/css/post-8463b859.css	(from https://www.rethinkbehavioralhealth.com/enterprise-practices/)
21:18:40	63266/63266	---MCZ	200	added ('OK')	application/json	date:Tue,%2023%20Sep%202025%2019:18:37%20GMT	https://www.rethinkbehavioralhealth.com/wp-json/wp/v2/pages/8463	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-json/wp/v2/pages/8463.json	(from https://www.rethinkbehavioralhealth.com/enterprise-practices/)
21:18:41	2288/2288	---MCZ	200	added ('OK')	application/json	date:Tue,%2023%20Sep%202025%2019:18:38%20GMT	https://www.rethinkbehavioralhealth.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.rethinkbehavioralhealth.com%2Fenterprise-practices%2F	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-json/oembed/1.0/embedee03.json	(from https://www.rethinkbehavioralhealth.com/enterprise-practices/)
21:18:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Sep%202025%2019:18:38%20GMT	https://www.rethinkbehavioralhealth.com/?p=8463	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/index3039.html	(from https://www.rethinkbehavioralhealth.com/enterprise-practices/)
21:18:42	2433/2433	---MCZ	200	added ('OK')	text/xml	date:Tue,%2023%20Sep%202025%2019:18:38%20GMT	https://www.rethinkbehavioralhealth.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.rethinkbehavioralhealth.com%2Fenterprise-practices%2F&format=xml	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-json/oembed/1.0/embeda526	(from https://www.rethinkbehavioralhealth.com/enterprise-practices/)
21:18:42	66467/66467	---M--	200	added ('OK')	image/jpeg	etag:%22646692fd-103a3%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2023/05/aba-enterprise-practices-rethinkbh.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2023/05/aba-enterprise-practices-rethinkbh.jpg	(from https://www.rethinkbehavioralhealth.com/enterprise-practices/)
21:18:43	224838/224838	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:40%20GMT	https://www.rethinkbehavioralhealth.com/resources/aba-therapy-business-continuity-plan/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/aba-therapy-business-continuity-plan/index.html	(from https://www.rethinkbehavioralhealth.com/enterprise-practices/)
21:18:43	104068/104068	---M--	200	added ('OK')	image/jpeg	etag:%2267044a27-19684%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2022/02/aba-therapy-business-continuity-plan.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2022/02/aba-therapy-business-continuity-plan.jpg	(from https://www.rethinkbehavioralhealth.com/enterprise-practices/)
21:18:44	20758/20758	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22639b9a39-5116%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2022/12/rethinkbh-logo-bg.svg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2022/12/rethinkbh-logo-bg.svg	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:44	28612/28612	---MCZ	200	added ('OK')	text/css	etag:W/%2268d1d686-6fc4%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/elementor/css/post-14696.css?ver=1758582406	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/elementor/css/post-146969e8f.css	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:45	123467/123467	---MCZ	200	added ('OK')	application/json	date:Tue,%2023%20Sep%202025%2019:18:42%20GMT	https://www.rethinkbehavioralhealth.com/wp-json/wp/v2/pages/14696	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-json/wp/v2/pages/14696.json	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:46	2101/2101	---MCZ	200	added ('OK')	application/json	date:Tue,%2023%20Sep%202025%2019:18:43%20GMT	https://www.rethinkbehavioralhealth.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.rethinkbehavioralhealth.com%2Fresources%2F	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-json/oembed/1.0/embedd0bf.json	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Sep%202025%2019:18:43%20GMT	https://www.rethinkbehavioralhealth.com/?p=14696	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/indexc129.html	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:47	2245/2245	---MCZ	200	added ('OK')	text/xml	date:Tue,%2023%20Sep%202025%2019:18:43%20GMT	https://www.rethinkbehavioralhealth.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.rethinkbehavioralhealth.com%2Fresources%2F&format=xml	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-json/oembed/1.0/embed9918	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:47	52886/52886	---M--	200	added ('OK')	image/jpeg	etag:%2266da5682-142e7%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2024/08/rethinkbh-achieving-aba-treatment-goals.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2024/08/rethinkbh-achieving-aba-treatment-goals.jpg	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:47	89795/89795	---M--	200	added ('OK')	image/jpeg	etag:%2266a3d80d-15ecb%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2024/07/overcoming-barriers-parent-engagement-what-bcbas-need-know.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2024/07/overcoming-barriers-parent-engagement-what-bcbas-need-know.jpg	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:47	130745/130745	---M--	200	added ('OK')	image/jpeg	etag:%2265a18ee6-1fec1%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2024/01/clinical-quality-financial-health-must-we-choose.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2024/01/clinical-quality-financial-health-must-we-choose.jpg	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:48	237460/237460	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:45%20GMT	https://www.rethinkbehavioralhealth.com/resources/achieving-aba-treatment-goals/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/achieving-aba-treatment-goals/index.html	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:48	240754/240754	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:45%20GMT	https://www.rethinkbehavioralhealth.com/resources/overcoming-barriers-parent-engagement-bcbas-need-know/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/overcoming-barriers-parent-engagement-bcbas-need-know/index.html	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:48	53547/53547	---M--	200	added ('OK')	image/png	etag:%22655b8916-d162%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2023/11/aba-after-hours-solopreneur-venture-into-health-fitness.png	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2023/11/aba-after-hours-solopreneur-venture-into-health-fitness.png	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:48	114311/114311	---M--	200	added ('OK')	image/jpeg	etag:%2265bacd2a-1be8f%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2023/09/maximizing-success-neurodiverse-employees-rethinkbh.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2023/09/maximizing-success-neurodiverse-employees-rethinkbh.jpg	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:48	234275/234275	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:45%20GMT	https://www.rethinkbehavioralhealth.com/resources/solopreneur-venture-into-health-fitness/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/solopreneur-venture-into-health-fitness/index.html	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:48	148639/148639	---M--	200	added ('OK')	image/jpeg	etag:%2264b9b726-244a7%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2023/07/radical-values-impacts-misaligned-values-aba-professionals.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2023/07/radical-values-impacts-misaligned-values-aba-professionals.jpg	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:49	125158/125158	---M--	200	added ('OK')	image/jpeg	etag:%22651b00d2-1eeae%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2023/07/tips-successful-summer-aba-therapy-program-guide-providers.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2023/07/tips-successful-summer-aba-therapy-program-guide-providers.jpg	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:49	234655/234655	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:46%20GMT	https://www.rethinkbehavioralhealth.com/resources/clinical-quality-financial-health-must-we-choose/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/clinical-quality-financial-health-must-we-choose/index.html	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:49	181702/181702	---M--	200	added ('OK')	image/jpeg	etag:%2264efda97-2cf75%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2023/06/creating-aba-therapy-resources-parents-your-summer-toolkit.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2023/06/creating-aba-therapy-resources-parents-your-summer-toolkit.jpg	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:49	233196/233196	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:46%20GMT	https://www.rethinkbehavioralhealth.com/resources/radical-values-impacts-misaligned-values-aba-professionals/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/radical-values-impacts-misaligned-values-aba-professionals/index.html	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:50	233909/233909	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:46%20GMT	https://www.rethinkbehavioralhealth.com/resources/tips-for-a-successful-summer-aba-therapy-program-a-guide-for-providers/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/tips-for-a-successful-summer-aba-therapy-program-a-guide-for-providers/index.html	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:50	76645/76645	---M--	200	added ('OK')	image/jpeg	etag:%2264b9b09f-12b6d%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2023/07/selective-eating-among-children-autism-spectrum-disorders.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2023/07/selective-eating-among-children-autism-spectrum-disorders.jpg	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:50	232503/232503	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:47%20GMT	https://www.rethinkbehavioralhealth.com/resources/creating-aba-therapy-resources-parents-summer-toolkit/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/creating-aba-therapy-resources-parents-summer-toolkit/index.html	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:50	237247/237247	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:47%20GMT	https://www.rethinkbehavioralhealth.com/resources/assessing-and-teaching-job-related-social-skills-maximizing-success-of-neurodiverse-employees/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/assessing-and-teaching-job-related-social-skills-maximizing-success-of-neurodiverse-employees/index.html	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:50	75711/75711	---M--	200	added ('OK')	image/jpeg	etag:%22648a2f47-127bf%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2023/06/continuing-your-journey-practical-guide-ceu-requirements-bcbas-bcabas.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2023/06/continuing-your-journey-practical-guide-ceu-requirements-bcbas-bcabas.jpg	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:50	235298/235298	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:47%20GMT	https://www.rethinkbehavioralhealth.com/resources/practical-guide-ceu-requirements-bcbas-bcabas/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/practical-guide-ceu-requirements-bcbas-bcabas/index.html	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:51	232229/232229	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:48%20GMT	https://www.rethinkbehavioralhealth.com/resources/selective-eating-among-children-asd/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/selective-eating-among-children-asd/index.html	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:51	232998/232998	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:48%20GMT	https://www.rethinkbehavioralhealth.com/resources/supporting-more-positive-quality-life-autistic-adolescents-adults/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/supporting-more-positive-quality-life-autistic-adolescents-adults/index.html	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:51	122629/122629	---M--	200	added ('OK')	image/jpeg	etag:%22646e75d6-1df05%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2023/05/supporting-more-positive-quality-life-autistic-adolescents-adults.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2023/05/supporting-more-positive-quality-life-autistic-adolescents-adults.jpg	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:52	228455/228455	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:48%20GMT	https://www.rethinkbehavioralhealth.com/resources/artificial-intelligence-ai-in-applied-behavior-analysis-aba/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/artificial-intelligence-ai-in-applied-behavior-analysis-aba/index.html	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:52	55474/55474	---M--	200	added ('OK')	image/jpeg	etag:%2267eb1f79-d8b2%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2023/05/aba-after-hours-ep-8-ai-aba-dr-david-cox.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2023/05/aba-after-hours-ep-8-ai-aba-dr-david-cox.jpg	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:53	139390/139390	---M--	200	added ('OK')	image/jpeg	etag:%2265e224a7-22086%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2023/04/importance-relationships-practice-behavior-analysis-rethinkbh.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2023/04/importance-relationships-practice-behavior-analysis-rethinkbh.jpg	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:53	152123/152123	---M--	200	added ('OK')	image/jpeg	etag:%226420e55f-2523b%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2023/03/local-seo-on-a-laptop.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2023/03/local-seo-on-a-laptop.jpg	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:53	234918/234918	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:50%20GMT	https://www.rethinkbehavioralhealth.com/resources/how-to-optimize-an-aba-therapy-practice-for-local-seo/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/how-to-optimize-an-aba-therapy-practice-for-local-seo/index.html	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:54	232693/232693	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:50%20GMT	https://www.rethinkbehavioralhealth.com/resources/importance-relationships-practice-behavior-analysis/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/importance-relationships-practice-behavior-analysis/index.html	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:54	233310/233310	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:50%20GMT	https://www.rethinkbehavioralhealth.com/resources/6-evidence-based-practices-aba-organizations-implement-improve-services/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/6-evidence-based-practices-aba-organizations-implement-improve-services/index.html	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:54	139799/139799	---M--	200	added ('OK')	image/jpeg	etag:%226402457c-22217%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2023/03/how-aba-organizations-can-implement-evidence-based-practices-to-improve-services.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2023/03/how-aba-organizations-can-implement-evidence-based-practices-to-improve-services.jpg	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:54	155166/155166	---M--	200	added ('OK')	image/jpeg	etag:%22658f3046-25e1e%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2023/03/strategies-maximizing-ones-productivity-work-enjoyment-human-services-rethinkbh.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2023/03/strategies-maximizing-ones-productivity-work-enjoyment-human-services-rethinkbh.jpg	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:55	62715/62715	---MCZ	200	added ('OK')	text/css	etag:W/%2268d1d72e-f4fb%22	https://www.rethinkbehavioralhealth.com/wp-content/cache/min/1/wp-content/plugins/jet-smart-filters/assets/css/public.css?ver=1758582574	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/cache/min/1/wp-content/plugins/jet-smart-filters/assets/css/publicd56c.css	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:55	232800/232800	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:52%20GMT	https://www.rethinkbehavioralhealth.com/resources/strategies-maximizing-productivity-work-enjoyment-human-services/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/strategies-maximizing-productivity-work-enjoyment-human-services/index.html	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:55	36748/36748	---MCZ	200	added ('OK')	application/javascript	etag:W/%22680fd3f6-8f8c%22	https://www.rethinkbehavioralhealth.com/wp-includes/js/jquery/ui/datepicker.min.js?ver=1.13.3	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-includes/js/jquery/ui/datepicker.minb37e.js	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:55	181890/181890	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268d1ca58-2c682%22	https://www.rethinkbehavioralhealth.com/wp-content/cache/min/1/wp-content/plugins/jet-smart-filters/assets/js/public.js?ver=1758579288	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/cache/min/1/wp-content/plugins/jet-smart-filters/assets/js/public8e26.js	(from https://www.rethinkbehavioralhealth.com/resources/)
21:18:56	116345/116345	---MCZ	200	added ('OK')	text/css	etag:W/%226883b939-1c679%22	https://www.rethinkbehavioralhealth.com/wp-includes/css/dist/block-library/style.min.css?ver=6.8.2	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-includes/css/dist/block-library/style.min6c2d.css	(from https://www.rethinkbehavioralhealth.com/news-events/)
21:18:56	12440/12440	---MCZ	200	added ('OK')	text/css	etag:W/%2268d1dbae-3098%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/elementor/css/post-11177.css?ver=1758583726	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/elementor/css/post-11177aaa7.css	(from https://www.rethinkbehavioralhealth.com/news-events/)
21:18:57	1368/1368	---MCZ	200	added ('OK')	text/css	etag:W/%2268d1dbae-558%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/elementor/css/post-10858.css?ver=1758583726	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/elementor/css/post-10858aaa7.css	(from https://www.rethinkbehavioralhealth.com/news-events/)
21:18:57	9564/9564	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2266bd362feabe7bde41d313f19b918d53%22	https://www.rethinkbehavioralhealth.com/news-events/feed/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/news-events/feed/index.html	(from https://www.rethinkbehavioralhealth.com/news-events/)
21:18:57	142065/142065	---M--	200	added ('OK')	image/jpeg	etag:%2266c38397-22af1%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2024/08/pr-rethinkbh-debuts-enhanced-analytics-optimize-aba-clinical-programming-practice-management.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2024/08/pr-rethinkbh-debuts-enhanced-analytics-optimize-aba-clinical-programming-practice-management.jpg	(from https://www.rethinkbehavioralhealth.com/news-events/)
21:18:57	296922/296922	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:54%20GMT	https://www.rethinkbehavioralhealth.com/resources/?jsf=jet-engine:posts&tax=resource-type:72	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/resources/indexb6f0.html	(from https://www.rethinkbehavioralhealth.com/news-events/)
21:18:57	41834/41834	---M--	200	added ('OK')	image/jpeg	etag:%2266673e48-c527%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2024/06/rethinkbh-plus-attend-behavior.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2024/06/rethinkbh-plus-attend-behavior.jpg	(from https://www.rethinkbehavioralhealth.com/news-events/)
21:18:58	218412/218412	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Sep%202025%2019:18:54%20GMT	https://www.rethinkbehavioralhealth.com/news-events/rethinkbh-debuts-enhanced-analytics-optimize-aba-clinical-programming-practice-management/	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/news-events/rethinkbh-debuts-enhanced-analytics-optimize-aba-clinical-programming-practice-management/index.html	(from https://www.rethinkbehavioralhealth.com/news-events/)
21:18:58	49403/49403	---M--	200	added ('OK')	image/jpeg	etag:%226650a76d-dfa4%22	https://www.rethinkbehavioralhealth.com/wp-content/uploads/2024/05/rethinkbh-and-autism-analytica.jpg	C:/My%20Web%20Sites/John%20web/www.rethinkbehavioralhealth.com/wp-content/uploads/2024/05/rethinkbh-and-autism-analytica.jpg	(from https://www.rethinkbehavioralhealth.com/news-events/)
